ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
364;89041;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
365;91693;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
366;123289;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
367;186047;;1-3 года;Полный рабочий день;Офис
368;119471;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
369;181188;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
370;171618;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
371;132190;numpy,excel,python;от 5 лет;Полный рабочий день;Гибрид
372;207032;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
373;88951;numpy,python;от 5 лет;4 часа в день;Офис
374;297873;numpy,excel,python;1-3 года;4 часа в день;Гибрид
375;186563;numpy,python;от 5 лет;Полный рабочий день;Гибрид
376;232999;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
377;241454;;от 5 лет;Полный рабочий день;Офис
378;122934;;Нет опыта;4 часа в день;Гибрид
379;143741;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
380;184362;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
381;222162;python;Нет опыта;Полный рабочий день;Удаленная работа
382;142252;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
383;153935;numpy,python;от 5 лет;4 часа в день;Гибрид
384;81820;;Нет опыта;4 часа в день;Гибрид
385;161525;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
386;278432;numpy,excel,python;от 5 лет;4 часа в день;Удаленная работа
387;144541;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
388;275706;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
389;238357;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
390;111935;python;Нет опыта;Полный рабочий день;Удаленная работа
391;269336;numpy,python;1-3 года;4 часа в день;Гибрид
392;151376;python;Нет опыта;4 часа в день;Офис
393;247014;python;от 5 лет;4 часа в день;Гибрид
394;185480;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
395;153597;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
396;150490;python;1-3 года;4 часа в день;Гибрид
397;91638;numpy,python;1-3 года;4 часа в день;Офис
398;240661;;1-3 года;4 часа в день;Офис
399;298649;python;1-3 года;Полный рабочий день;Гибрид
400;141761;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
401;68947;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
402;116319;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
403;162315;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
404;245571;numpy,python;Нет опыта;4 часа в день;Гибрид
405;194951;;от 5 лет;Полный рабочий день;Гибрид
406;254423;python;1-3 года;Полный рабочий день;Офис
407;248840;numpy,excel,python;Нет опыта;Полный рабочий день;Гибрид
408;62634;;от 5 лет;4 часа в день;Удаленная работа
409;166445;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
410;143829;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
411;224997;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
412;156888;;от 5 лет;4 часа в день;Офис
413;245310;;от 5 лет;4 часа в день;Гибрид
414;78127;numpy,excel,python;Нет опыта;Полный рабочий день;Офис
415;76096;numpy,excel,python;1-3 года;Полный рабочий день;Гибрид
416;55396;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
417;59637;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
418;240704;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
419;135013;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
420;128862;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
421;259467;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
422;167535;python;1-3 года;Полный рабочий день;Гибрид
423;246495;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
424;73855;;1-3 года;4 часа в день;Гибрид
425;145814;numpy,python;от 5 лет;4 часа в день;Удаленная работа
426;66898;;от 5 лет;4 часа в день;Удаленная работа
427;256621;;от 5 лет;4 часа в день;Удаленная работа
428;158332;numpy,python;1-3 года;Полный рабочий день;Гибрид
429;210257;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
430;180697;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
431;78984;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
432;143041;python;от 5 лет;Полный рабочий день;Офис
433;144104;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
434;119952;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
435;157557;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
436;240427;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
437;195348;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
438;56713;python;от 5 лет;Полный рабочий день;Удаленная работа
439;190766;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
440;88103;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
441;211715;;1-3 года;4 часа в день;Офис
442;216867;python;1-3 года;4 часа в день;Офис
443;161333;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
444;292969;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
445;271499;numpy,python;от 5 лет;4 часа в день;Гибрид
446;143006;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
447;256519;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
448;135654;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
449;242365;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
450;140466;python;1-3 года;4 часа в день;Гибрид
451;134032;numpy,python;от 5 лет;4 часа в день;Офис
452;192064;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
453;162856;python;Нет опыта;Полный рабочий день;Удаленная работа
454;257546;;Нет опыта;Полный рабочий день;Удаленная работа
455;154464;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
456;160952;numpy,python;от 5 лет;4 часа в день;Офис
457;170684;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
458;129001;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
459;228624;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
460;172168;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
461;224794;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
